item_nbr,family,class,perishable,Price
1464907,BEVERAGES,1144,0,5.155643521
1464910,BEVERAGES,1148,0,9.618378157
1464919,BEVERAGES,1148,0,1.243817688
1464941,BEVERAGES,1148,0,9.609456313
1465130,BEVERAGES,1144,0,5.429294722
1466039,BEVERAGES,1114,0,10.83855604
1466047,BEVERAGES,1114,0,3.983385881
1466049,BEVERAGES,1114,0,2.732821854
1466077,BEVERAGES,1118,0,2.56635313
1898959,BEVERAGES,1126,0,1.794178188
1898960,BEVERAGES,1126,0,9.63425867
1898961,BEVERAGES,1126,0,6.108768723
1904678,BEVERAGES,1138,0,5.233132031
1909752,BEVERAGES,1144,0,8.187798073
1913236,BEVERAGES,1122,0,6.018300118
1914277,BEVERAGES,1136,0,5.952015164
1914278,BEVERAGES,1136,0,10.38829519
1914279,BEVERAGES,1136,0,4.257277138
1914280,BEVERAGES,1136,0,5.747029746
1914786,BEVERAGES,1120,0,7.568530074
1917879,BEVERAGES,1114,0,2.672430358
1918621,BEVERAGES,1146,0,2.297771864
1926105,BEVERAGES,1148,0,1.162984704
1926106,BEVERAGES,1148,0,10.51781053
1926107,BEVERAGES,1148,0,8.111909459
1932491,BEVERAGES,1122,0,1.028450734
1932492,BEVERAGES,1122,0,3.600003982
1932493,BEVERAGES,1122,0,9.257288044
1936931,BEVERAGES,1124,0,3.388468337
1937039,BEVERAGES,1124,0,4.588986104
1937083,BEVERAGES,1136,0,5.915894581
1937454,BEVERAGES,1120,0,4.932158082
1938490,BEVERAGES,1144,0,2.809575242
1938600,BEVERAGES,1124,0,4.587630622
1939221,BEVERAGES,1124,0,3.188999576
1939383,BEVERAGES,1144,0,5.739495562
1939424,BEVERAGES,1144,0,4.514146532
1939531,BEVERAGES,1144,0,9.911682095
1942510,BEVERAGES,1122,0,6.154839527
1943435,BEVERAGES,1114,0,4.207171268
1943792,BEVERAGES,1114,0,4.29321954
1944889,BEVERAGES,1114,0,7.445873642
1944899,BEVERAGES,1118,0,6.856090827
1948448,BEVERAGES,1124,0,1.700224207
1948483,BEVERAGES,1124,0,5.029811445
1949662,BEVERAGES,1122,0,8.904398341
1950170,BEVERAGES,1132,0,4.976076039
1950405,BEVERAGES,1114,0,4.946648255
1951039,BEVERAGES,1124,0,8.969119009
1951042,BEVERAGES,1122,0,6.284553477
1958166,BEVERAGES,1142,0,5.495915161
1958171,BEVERAGES,1142,0,1.879527814
1958175,BEVERAGES,1142,0,6.725740105
1958177,BEVERAGES,1142,0,4.527167268
1958179,BEVERAGES,1142,0,1.117940985
1958181,BEVERAGES,1142,0,3.220445902
1958185,BEVERAGES,1142,0,2.344892354
1958186,BEVERAGES,1142,0,10.32204931
1958187,BEVERAGES,1142,0,4.552738521
1958189,BEVERAGES,1142,0,5.054703196
1958191,BEVERAGES,1142,0,4.473356643
1958193,BEVERAGES,1142,0,5.782335339
1958200,BEVERAGES,1142,0,2.350264002
1958201,BEVERAGES,1142,0,9.716580186
1958202,BEVERAGES,1142,0,8.934515623
1958210,BEVERAGES,1142,0,3.489922774
1958216,BEVERAGES,1142,0,9.441972397
1958217,BEVERAGES,1142,0,5.70940675
1958218,BEVERAGES,1142,0,6.195903318
1958219,BEVERAGES,1142,0,9.20817297
1958223,BEVERAGES,1142,0,6.693494607
1958226,BEVERAGES,1142,0,2.149803296
1958231,BEVERAGES,1142,0,7.43445138
1958238,BEVERAGES,1142,0,5.605835172
1958245,BEVERAGES,1142,0,4.811612066
1958249,BEVERAGES,1142,0,8.5905781
1958252,BEVERAGES,1142,0,1.501296807
1960256,BEVERAGES,1114,0,7.885100912
1962621,BEVERAGES,1124,0,6.316264287
1964738,BEVERAGES,1126,0,1.840694204
1964739,BEVERAGES,1136,0,8.831217415
1964804,BEVERAGES,1126,0,8.978031691
1964810,BEVERAGES,1126,0,7.860381186
1964850,BEVERAGES,1120,0,6.542505202
1965367,BEVERAGES,1132,0,3.323879681
1966167,BEVERAGES,1124,0,10.34420891
1966995,BEVERAGES,1124,0,9.580535781
1971255,BEVERAGES,1124,0,2.783526803
1971317,BEVERAGES,1122,0,7.166407057
1971365,BEVERAGES,1124,0,4.768974511
1971423,BEVERAGES,1136,0,7.761484787
1973919,BEVERAGES,1124,0,2.619332261
1974834,BEVERAGES,1124,0,7.111057641
1974921,BEVERAGES,1118,0,5.093161327
1976186,BEVERAGES,1124,0,10.01312225
1976260,BEVERAGES,1124,0,10.38719174
1976710,BEVERAGES,1114,0,4.712932756
1977486,BEVERAGES,1150,0,7.590645774
1979268,BEVERAGES,1148,0,3.126239727
1980485,BEVERAGES,1126,0,10.89485588
1980532,BEVERAGES,1122,0,7.400364917
1980702,BEVERAGES,1122,0,1.849134098
1980754,BEVERAGES,1126,0,4.438246693
1980755,BEVERAGES,1120,0,9.38366127
1986680,BEVERAGES,1142,0,1.895956193
1990061,BEVERAGES,1144,0,9.826550924
1990453,BEVERAGES,1124,0,4.636591348
1990612,BEVERAGES,1124,0,9.404974463
1990640,BEVERAGES,1124,0,6.937862594
1990768,BEVERAGES,1136,0,1.860050456
1990881,BEVERAGES,1136,0,7.672535024
1993337,BEVERAGES,1122,0,2.66159422
1993879,BEVERAGES,1138,0,3.570461032
1997895,BEVERAGES,1124,0,8.318884388
1998889,BEVERAGES,1148,0,3.509338053
1999969,BEVERAGES,1124,0,2.382955589
2000482,BEVERAGES,1120,0,9.031961026
2003709,BEVERAGES,1124,0,9.00006687
2004694,BEVERAGES,1124,0,9.676049464
2005047,BEVERAGES,1124,0,2.241373592
2005083,BEVERAGES,1124,0,3.794852521
2005143,BEVERAGES,1124,0,3.415604292
2005274,BEVERAGES,1122,0,3.908408241
2005298,BEVERAGES,1124,0,7.641167555
2005384,BEVERAGES,1124,0,10.13748322
2006614,BEVERAGES,1126,0,1.227884822
2006779,BEVERAGES,1122,0,1.212995857
2006810,BEVERAGES,1122,0,4.950555501
2006812,BEVERAGES,1120,0,5.153639727
2006928,BEVERAGES,1120,0,10.9570528
2008518,BEVERAGES,1138,0,2.639171364
2008571,BEVERAGES,1138,0,4.756676407
2008747,BEVERAGES,1116,0,5.11755888
2010049,BEVERAGES,1118,0,10.06084581
2011583,BEVERAGES,1132,0,5.767057764
2012410,BEVERAGES,1148,0,7.824090146
2012970,BEVERAGES,1154,0,2.263491134
2013086,BEVERAGES,1124,0,8.89281968
2013309,BEVERAGES,1114,0,1.549065775
2013450,BEVERAGES,1114,0,4.421996151
2013632,BEVERAGES,1124,0,4.946152336
2013931,BEVERAGES,1120,0,8.574272837
2014053,BEVERAGES,1120,0,4.859738677
2014085,BEVERAGES,1116,0,5.472492838
2014089,BEVERAGES,1120,0,5.012977409
2014094,BEVERAGES,1120,0,1.594073374
2014097,BEVERAGES,1120,0,6.480300975
2015815,BEVERAGES,1136,0,8.521918277
2016322,BEVERAGES,1152,0,8.162597174
2016407,BEVERAGES,1132,0,9.024296448
2016419,BEVERAGES,1132,0,4.726307732
2016441,BEVERAGES,1138,0,7.864001158
2017079,BEVERAGES,1120,0,8.926319862
2017173,BEVERAGES,1124,0,3.464153995
2017184,BEVERAGES,1138,0,10.84831395
2018273,BEVERAGES,1124,0,7.907652984
2018358,BEVERAGES,1124,0,3.805246409
2018397,BEVERAGES,1124,0,8.53779528
2018471,BEVERAGES,1124,0,3.180334759
2018612,BEVERAGES,1114,0,5.467025502
2018690,BEVERAGES,1124,0,10.41814353
2026304,BEVERAGES,1116,0,10.1559613
2026432,BEVERAGES,1118,0,6.838308889
2027559,BEVERAGES,1148,0,4.672697404
2027649,BEVERAGES,1142,0,9.639274805
2027809,BEVERAGES,1118,0,1.193123105
2028217,BEVERAGES,1142,0,2.910078739
2028403,BEVERAGES,1148,0,6.387904249
2028404,BEVERAGES,1142,0,4.559692443
2028696,BEVERAGES,1118,0,3.025687411
2028810,BEVERAGES,1118,0,6.991976749
2028898,BEVERAGES,1118,0,1.129565272
2029427,BEVERAGES,1126,0,10.65759479
2029457,BEVERAGES,1120,0,3.826686261
2029467,BEVERAGES,1126,0,8.405580519
2029494,BEVERAGES,1122,0,6.816428719
2029519,BEVERAGES,1126,0,4.062872013
2032488,BEVERAGES,1132,0,7.536308995
2035293,BEVERAGES,1142,0,3.508399035
2040862,BEVERAGES,1120,0,6.044321217
2042436,BEVERAGES,1122,0,3.284743157
2042941,BEVERAGES,1148,0,2.957235076
2042947,BEVERAGES,1148,0,1.484437069
2043198,BEVERAGES,1142,0,8.548849787
2043795,BEVERAGES,1126,0,7.488002765
2043849,BEVERAGES,1126,0,10.81623104
2045545,BEVERAGES,1124,0,3.428029261
2046805,BEVERAGES,1148,0,3.901720624
2046916,BEVERAGES,1148,0,8.880143207
2047496,BEVERAGES,1136,0,2.035199548
2047506,BEVERAGES,1122,0,1.463616308
2047508,BEVERAGES,1122,0,7.40786304
2049778,BEVERAGES,1148,0,4.775626211
2053751,BEVERAGES,1124,0,4.783376256
2053874,BEVERAGES,1120,0,3.30023218
2054101,BEVERAGES,1114,0,6.862742368
